booking_id,customer_id,customer_name,customer_segment,customer_signup_date,customer_home_city,customer_loyalty_tier,property_id,property_name,property_city,property_star_rating,property_type,property_total_rooms,booking_date,checkin_date,checkout_date,room_type,num_rooms,nights,booking_channel,adr,discount_amount,coupon_code,total_amount,payment_method,booking_status,review_rating,review_date
102177,11,Customer_11,Corporate,2022-08-27,Udaipur,Silver,19,Marigold Palace,Delhi,4,Mid-Range,60,2024-05-02,2024-05-17,2024-05-19,Standard,2,2,Corporate Portal,5777.76,0.0,NONE,23111.04,Debit Card,Completed,10.0,2024-06-03
102178,83,Customer_83,Individual,2022-04-16,Goa,Gold,42,Coral Suites,Chennai,2,Budget,150,2024-11-07,2024-11-22,2024-11-27,Standard,1,5,Direct Website,2661.56,1941.75,FEST15,11366.05,UPI,Completed,,
102179,48,Customer_48,Individual,2022-07-22,Manali,Platinum,7,Royal Orchid,Chennai,4,Budget,80,2024-03-01,2024-04-30,2024-05-05,Deluxe,1,5,Travel Agent,3231.29,1425.16,APPDEAL,14731.29,Credit Card,Cancelled,,
102180,16,Customer_16,Individual,2022-09-25,Bangalore,None,38,Crimson Courtyard,Manali,3,Mid-Range,40,2024-10-10,2024-10-25,2024-10-27,Suite,1,2,OTA,8677.65,0.0,,17355.3,UPI,Completed,4.0,2024-10-29
102181,640,Customer_640,Individual,2023-12-20,Bangalore,None,14,Pearl Haven,Pune,3,Budget,120,2023-10-06,2024-01-21,2024-01-22,Standard,1,1,OTA,2328.63,0.0,NONE,2328.63,Debit Card,Cancelled,,
102182,474,Customer_474,Individual,2022-11-12,Goa,None,2,The Grand Plaza,Bangalore,5,Luxury,80,2024-10-15,2024-10-17,2024-10-18,Deluxe,1,1,Travel Agent,22432.6,3820.8,APPDEAL,18611.8,UPI,Completed,,
102183,360,Customer_360,Group,2022-04-28,Kochi,None,35,Maple Retreat,Bangalore,2,Premium,100,2024-02-07,2024-04-07,2024-04-10,Deluxe,3,3,Travel Agent,10618.72,0.0,NONE,95568.48,Debit Card,Cancelled,,
102184,357,Customer_357,Corporate,2022-03-21,Delhi,None,28,Indigo Retreat,Kochi,4,Budget,200,2023-11-16,2024-01-15,2024-01-17,Deluxe,1,2,Direct Website,2481.63,466.77,APPDEAL,4496.49,Debit Card,Completed,7.0,2024-02-06
102185,315,Customer_315,Individual,2023-11-20,Delhi,None,38,Crimson Courtyard,Manali,3,Mid-Range,40,2024-08-30,2024-09-06,2024-09-09,Standard,1,3,Travel Agent,3766.4,0.0,NONE,11299.2,Net Banking,Completed,5.0,2024-09-28
102186,300,Customer_300,Individual,2023-10-26,Chennai,Silver,23,Sapphire Retreat,Goa,2,Luxury,60,2024-08-13,2024-10-12,2024-10-13,Standard,1,1,OTA,25796.83,0.0,,25796.83,UPI,Cancelled,,
102187,252,Customer_252,Individual,2023-09-19,Chennai,None,10,Lotus Manor,Manali,4,Mid-Range,150,2024-02-14,2024-02-21,2024-02-23,Standard,1,2,Direct Website,4221.91,0.0,,8443.82,UPI,Completed,4.0,2024-02-29
102188,314,Customer_314,Individual,2022-06-13,Pune,Gold,43,Indigo Lodge,Bangalore,3,Mid-Range,100,2024-09-03,2024-09-10,2024-09-12,Suite,1,2,OTA,8506.24,2528.47,APPDEAL,14484.01,UPI,Completed,,
102189,44,Customer_44,Individual,2022-09-06,Mumbai,None,32,Saffron Palace,Pune,5,Mid-Range,30,2024-10-27,2024-11-11,2024-11-14,Standard,1,3,Travel Agent,5071.47,0.0,NONE,15214.41,Net Banking,Completed,5.0,2024-11-30
102190,376,Customer_376,Individual,2022-10-11,Bangalore,Silver,53,Saffron Heights,Chennai,3,Luxury,150,2024-01-07,2024-01-09,2024-01-11,Suite,1,2,Travel Agent,28546.4,0.0,NONE,57092.8,Debit Card,Completed,,
102191,337,Customer_337,Individual,2022-11-05,Delhi,Platinum,9,Crimson Retreat,Udaipur,5,Mid-Range,80,2023-12-14,2024-01-23,2024-01-25,Deluxe,1,2,OTA,11428.03,0.0,NONE,22856.06,Debit Card,Cancelled,,
102192,165,Customer_165,Individual,2022-08-12,Manali,Silver,6,Hilltop Inn,Udaipur,5,Luxury,60,2024-08-22,2024-09-06,2024-09-07,Standard,1,1,OTA,15796.74,0.0,NONE,15796.74,Net Banking,Cancelled,,
102193,800,Customer_800,Group,2023-01-18,Pune,Silver,29,Cedar Lodge,Kochi,5,Mid-Range,60,2024-12-14,2024-12-21,2024-12-26,Standard,2,5,OTA,4341.18,0.0,,43411.8,Debit Card,Cancelled,,
102194,420,Customer_420,Individual,2023-09-03,Mumbai,None,48,Amber Manor,Chennai,3,Premium,100,2024-05-31,2024-06-15,2024-06-19,Deluxe,1,4,OTA,9959.25,0.0,NONE,39837.0,Credit Card,Completed,5.0,2024-06-23
102195,136,Customer_136,Corporate,2023-09-08,Mumbai,Gold,12,Sapphire Courtyard,Pune,5,Mid-Range,120,2024-06-23,2024-06-25,2024-06-27,Deluxe,3,2,OTA,5194.65,0.0,,31167.9,Net Banking,Completed,6.0,2024-07-11
102196,616,Customer_616,Individual,2022-01-26,Kochi,None,3,Sea Breeze Resort,Chennai,5,Luxury,80,2024-12-14,2024-12-29,2024-12-31,Deluxe,1,2,OTA,16426.74,0.0,,32853.48,Debit Card,Completed,1.0,2025-01-03
102197,44,Customer_44,Individual,2022-09-06,Mumbai,None,42,Coral Suites,Chennai,2,Budget,150,2024-08-26,2024-10-05,2024-10-08,Deluxe,1,3,OTA,3728.86,0.0,NONE,11186.58,UPI,Completed,,
102198,254,Customer_254,Corporate,2023-10-04,Kochi,Silver,25,Tusker Stay,Pune,2,Mid-Range,60,2024-04-23,2024-06-22,2024-06-25,Deluxe,1,3,OTA,5453.32,0.0,NONE,16359.96,Net Banking,Completed,,
102199,349,Customer_349,Individual,2022-08-13,Chennai,None,1,The Grand Plaza,Kochi,5,Premium,60,2024-06-26,2024-07-11,2024-07-14,Standard,1,3,Direct Website,7531.49,0.0,,22594.47,Credit Card,Completed,5.0,2024-07-22
102200,533,Customer_533,Group,2022-05-11,Chennai,Silver,30,Ivory Retreat,Jaipur,5,Budget,60,2024-09-25,2024-10-02,2024-10-06,Standard,5,4,Travel Agent,2135.61,0.0,,42712.2,Credit Card,Completed,,
102201,692,Customer_692,Individual,2022-03-23,Delhi,None,46,Coral Manor,Kochi,4,Budget,80,2024-06-30,2024-09-28,2024-09-29,Standard,1,1,OTA,2103.05,457.73,FEST15,1645.32,UPI,Cancelled,,
102202,502,Customer_502,Group,2022-11-07,Pune,Silver,46,Coral Manor,Kochi,4,Budget,80,2024-10-26,2024-10-28,2024-11-04,Suite,2,7,Direct Website,3878.69,0.0,NONE,54301.66,Credit Card,Completed,4.0,2024-11-23
102203,520,Customer_520,Individual,2022-02-24,Bangalore,Gold,10,Lotus Manor,Manali,4,Mid-Range,150,2024-06-30,2024-07-25,2024-07-25,Standard,1,4,Corporate Portal,3727.87,0.0,,14911.48,Debit Card,Completed,4.0,2024-08-03
102204,123,Customer_123,Group,2023-09-11,Mumbai,Gold,36,Amber Haven,Bangalore,4,Premium,150,2023-12-23,2024-01-07,2024-01-12,Standard,3,5,Travel Agent,7399.6,0.0,,110994.0,UPI,Completed,,
102205,115,Customer_115,Individual,2022-04-27,Mumbai,Gold,29,Cedar Lodge,Kochi,5,Mid-Range,60,2024-11-17,2024-12-02,2024-12-07,Deluxe,1,5,Corporate Portal,5375.48,3868.44,FEST15,23008.96,UPI,Completed,,
102206,692,Customer_692,Individual,2022-03-23,Delhi,None,11,Coral Palace,Mumbai,3,Premium,100,2023-12-07,2024-01-01,2024-01-03,Deluxe,1,2,Direct Website,13482.54,4856.17,SAVE10,22108.91,UPI,Completed,4.0,2024-01-14
102207,488,Customer_488,Individual,2023-06-19,Delhi,None,34,Velvet Palace,Pune,2,Premium,150,2024-11-29,2024-12-24,2024-12-27,Standard,1,3,Corporate Portal,6667.87,1626.09,APPDEAL,18377.52,Credit Card,Completed,1.0,2025-01-16
102208,72,Customer_72,Corporate,2022-12-17,Bangalore,None,41,Marigold Residency,Pune,4,Mid-Range,60,2024-06-11,2024-06-18,2024-06-23,Standard,2,5,Corporate Portal,3588.76,0.0,NONE,35887.6,Debit Card,No-Show,,
102209,530,Customer_530,Individual,2022-08-31,Bangalore,Platinum,28,Indigo Retreat,Kochi,4,Budget,200,2024-03-06,2024-06-04,2024-06-07,Deluxe,1,3,OTA,2383.96,1262.01,APPDEAL,5889.87,Net Banking,Completed,,
102210,370,Customer_370,Corporate,2023-09-03,Bangalore,Silver,10,Lotus Manor,Manali,4,Mid-Range,150,2024-06-24,2024-06-26,2024-07-03,Deluxe,3,7,Corporate Portal,5831.56,7943.48,WELCOME,114519.28,Net Banking,Completed,4.0,2024-07-17
102211,393,Customer_393,Corporate,2022-12-13,Jaipur,None,30,Ivory Retreat,Jaipur,5,Budget,60,2024-01-31,2024-03-31,2024-04-02,Suite,2,2,Corporate Portal,4520.14,3006.9,APPDEAL,15073.66,Net Banking,Completed,,
102212,434,Customer_434,Individual,2023-06-02,Bangalore,None,55,Emerald Manor,Pune,2,Budget,80,2024-07-27,2024-08-03,2024-08-05,Deluxe,1,2,OTA,2817.05,0.0,NONE,5634.1,UPI,Completed,,
102213,189,Customer_189,Individual,2023-08-09,Mumbai,Silver,37,Olive Lodge,Udaipur,3,Budget,40,2024-03-16,2024-03-23,2024-03-24,Standard,1,1,Direct Website,3017.73,0.0,,3017.73,Debit Card,Completed,,
102214,627,Customer_627,Individual,2023-12-20,Kochi,Gold,1,The Grand Plaza,Kochi,5,Premium,60,2024-01-10,2024-02-04,2024-02-07,Standard,1,3,Travel Agent,7814.95,0.0,NONE,23444.85,Net Banking,Completed,5.0,2024-02-11
102215,320,Customer_320,Individual,2023-05-16,Chennai,Silver,38,Crimson Courtyard,Manali,3,Mid-Range,40,2024-07-17,2024-08-26,2024-08-28,Standard,1,2,Corporate Portal,3918.93,0.0,NONE,7837.86,Net Banking,Completed,,
102216,511,Customer_511,Corporate,2022-10-03,Goa,Gold,54,Olive Heights,Delhi,5,Budget,100,2024-05-19,2024-06-03,2024-06-06,Standard,2,3,Corporate Portal,2220.51,1169.91,WELCOME,12153.15,Net Banking,Completed,7.0,2024-06-13
102217,115,Customer_115,Individual,2022-04-27,Mumbai,Gold,6,Hilltop Inn,Udaipur,5,Luxury,60,2024-03-09,2024-03-11,2024-03-13,Suite,1,2,OTA,30403.58,7528.99,SAVE10,53278.17,UPI,Completed,5.0,2024-03-24
102218,115,Customer_115,Individual,2022-04-27,Mumbai,Gold,34,Velvet Palace,Pune,2,Premium,150,2024-04-23,2024-04-30,2024-05-01,Deluxe,1,1,Travel Agent,11222.79,579.68,FEST15,10643.11,Credit Card,Completed,5.0,2024-05-21
102219,414,Customer_414,Individual,2023-04-26,Pune,Silver,35,Maple Retreat,Bangalore,2,Premium,100,2024-03-14,2024-05-13,2024-05-18,Standard,1,5,OTA,7839.52,0.0,,39197.6,Credit Card,Cancelled,,
102220,225,Customer_225,Individual,2022-09-08,Jaipur,Gold,7,Royal Orchid,Chennai,4,Budget,80,2024-11-12,2024-12-07,2024-12-09,Deluxe,1,2,OTA,3446.6,0.0,NONE,6893.2,Net Banking,Cancelled,,
102221,75,Customer_75,Corporate,2023-10-22,Bangalore,None,41,Marigold Residency,Pune,4,Mid-Range,60,2024-06-06,2024-06-13,2024-06-17,Standard,2,4,Direct Website,4697.79,0.0,,37582.32,Net Banking,Completed,,
102222,345,Customer_345,Individual,2022-12-18,Manali,None,10,Lotus Manor,Manali,4,Mid-Range,150,2024-09-23,2024-09-30,2024-10-04,Deluxe,1,4,OTA,4778.86,0.0,NONE,19115.44,Credit Card,Completed,5.0,2024-10-12
102223,791,Customer_791,Individual,2022-06-07,Kochi,Gold,45,Cedar Heights,Udaipur,3,Budget,120,2024-07-14,2024-07-29,2024-07-29,Deluxe,1,4,Direct Website,3840.62,3006.94,APPDEAL,12355.54,UPI,Completed,,
102224,224,Customer_224,Individual,2022-10-03,Kochi,None,34,Velvet Palace,Pune,2,Premium,150,2024-06-07,2024-06-09,2024-06-12,Deluxe,1,3,OTA,11707.17,0.0,NONE,35121.51,Credit Card,Completed,5.0,2024-06-28
102225,726,Customer_726,Individual,2022-02-12,Jaipur,None,45,Cedar Heights,Udaipur,3,Budget,120,2024-02-14,2024-02-21,2024-02-22,Suite,1,1,Travel Agent,4926.64,0.0,,4926.64,UPI,Cancelled,,
102226,517,Customer_517,Individual,2022-04-26,Mumbai,Gold,28,Indigo Retreat,Kochi,4,Budget,200,2024-03-18,2024-04-02,2024-04-06,Standard,1,4,OTA,2119.45,1062.82,APPDEAL,7414.98,Debit Card,Completed,4.0,2024-04-11
102227,619,Customer_619,Individual,2023-01-09,Kochi,Silver,50,Jade Palace,Chennai,5,Premium,60,2024-07-16,2024-08-25,2024-08-28,Deluxe,1,3,Corporate Portal,10911.39,0.0,NONE,32734.17,UPI,Completed,,
102228,28,Customer_28,Group,2023-12-17,Chennai,Gold,24,Banyan Retreat,Bangalore,2,Budget,40,2024-07-29,2024-08-13,2024-08-15,Standard,5,2,OTA,2069.94,3179.03,WELCOME,17520.37,Debit Card,Completed,,
102229,473,Customer_473,Individual,2023-06-17,Udaipur,None,9,Crimson Retreat,Udaipur,5,Mid-Range,80,2024-05-28,2024-06-12,2024-06-13,Standard,1,1,Travel Agent,5457.22,0.0,NONE,5457.22,Debit Card,Completed,5.0,2024-06-24
102230,143,Customer_143,Group,2022-12-02,Chennai,None,19,Marigold Palace,Delhi,4,Mid-Range,60,2024-06-19,2024-07-04,2024-07-06,Deluxe,4,2,OTA,6855.59,0.0,NONE,54844.72,UPI,Completed,4.0,2024-07-17
102231,796,Customer_796,Corporate,2022-03-03,Chennai,Gold,2,The Grand Plaza,Bangalore,5,Luxury,80,2024-05-29,2024-06-05,2024-06-08,Standard,3,3,Corporate Portal,12528.2,0.0,NONE,112753.8,UPI,Completed,9.0,2024-06-13
102232,750,Customer_750,Individual,2022-12-21,Bangalore,Silver,7,Royal Orchid,Chennai,4,Budget,80,2024-09-09,2024-12-08,2024-12-09,Deluxe,1,1,OTA,2621.43,0.0,NONE,2621.43,UPI,Completed,5.0,2024-12-17
102233,9,Customer_9,Corporate,2023-11-05,Delhi,Silver,30,Ivory Retreat,Jaipur,5,Budget,60,2024-04-20,2024-06-19,2024-06-22,Standard,1,3,OTA,2088.92,0.0,NONE,6266.76,Debit Card,Cancelled,,
102234,339,Customer_339,Individual,2022-06-08,Mumbai,Silver,52,Crimson Manor,Pune,4,Budget,40,2024-04-01,2024-05-11,2024-05-13,Deluxe,1,2,OTA,3251.49,0.0,NONE,6502.98,Credit Card,Completed,,
102235,781,Customer_781,Individual,2023-11-04,Udaipur,Platinum,27,Saffron Residency,Pune,3,Mid-Range,80,2024-01-20,2024-02-04,2024-02-05,Suite,1,1,Corporate Portal,7201.61,0.0,,7201.61,Net Banking,Completed,2.0,2024-02-25
102236,442,Customer_442,Corporate,2022-06-22,Chennai,Silver,4,Sea Breeze Resort,Goa,4,Mid-Range,80,2024-08-03,2024-09-12,2024-09-13,Standard,3,1,Travel Agent,7308.41,0.0,NONE,21925.23,Net Banking,Cancelled,,
102237,453,Customer_453,Individual,2022-02-06,Chennai,None,14,Pearl Haven,Pune,3,Budget,120,2024-05-29,2024-06-13,2024-06-15,Standard,1,2,Travel Agent,2077.69,628.02,WELCOME,3527.36,UPI,No-Show,,
102238,302,Customer_302,Individual,2022-05-11,Chennai,Silver,19,Marigold Palace,Delhi,4,Mid-Range,60,2024-08-24,2024-09-08,2024-09-11,Deluxe,1,3,OTA,6386.02,5189.23,APPDEAL,13968.83,UPI,Completed,3.0,2024-09-12
102239,287,Customer_287,Individual,2022-02-23,Manali,Platinum,53,Saffron Heights,Chennai,3,Luxury,150,2024-04-28,2024-06-07,2024-06-11,Standard,1,4,OTA,15817.72,0.0,NONE,63270.88,Net Banking,Completed,,
102240,741,Customer_741,Individual,2022-11-15,Udaipur,Platinum,49,Mango Retreat,Delhi,3,Mid-Range,100,2024-03-25,2024-04-01,2024-04-03,Suite,1,2,OTA,10383.93,0.0,NONE,20767.86,Credit Card,Completed,,
102241,608,Customer_608,Corporate,2023-11-26,Jaipur,None,19,Marigold Palace,Delhi,4,Mid-Range,60,2024-08-13,2024-08-15,2024-08-18,Deluxe,3,3,Corporate Portal,7689.26,9202.34,FEST15,60001.0,Credit Card,Completed,8.0,2024-08-20
102242,372,Customer_372,Individual,2023-11-20,Delhi,Silver,15,Lotus Haven,Bangalore,3,Mid-Range,80,2024-01-27,2024-02-03,2024-02-05,Deluxe,1,2,Direct Website,5382.17,653.23,APPDEAL,10111.11,UPI,Completed,3.0,2024-02-15
102243,172,Customer_172,Group,2022-04-24,Kochi,Platinum,35,Maple Retreat,Bangalore,2,Premium,100,2024-07-30,2024-09-08,2024-09-10,Deluxe,4,2,Direct Website,9916.92,0.0,,79335.36,Credit Card,Completed,,
102244,615,Customer_615,Individual,2023-10-15,Goa,Silver,44,Amber Lodge,Udaipur,5,Mid-Range,150,2024-08-25,2024-09-09,2024-09-16,Standard,1,7,Direct Website,4863.43,0.0,NONE,34044.01,Net Banking,Completed,3.0,2024-09-29
102245,471,Customer_471,Corporate,2022-10-28,Pune,None,26,Mango Courtyard,Mumbai,2,Budget,60,2024-11-09,2024-12-04,2024-12-07,Standard,2,3,Travel Agent,3240.1,3280.99,SAVE10,16159.61,Net Banking,Cancelled,,
102246,508,Customer_508,Individual,2023-02-14,Udaipur,None,43,Indigo Lodge,Bangalore,3,Mid-Range,100,2024-03-25,2024-04-19,2024-04-23,Deluxe,1,4,Corporate Portal,6003.42,0.0,,24013.68,Net Banking,Cancelled,,
102247,133,Customer_133,Individual,2023-09-22,Goa,Platinum,32,Saffron Palace,Pune,5,Mid-Range,30,2024-12-09,2024-12-16,2024-12-19,Standard,1,3,OTA,3880.42,1942.32,WELCOME,9698.94,Net Banking,Completed,2.0,2025-01-01
102248,241,Customer_241,Group,2022-12-15,Bangalore,None,3,Sea Breeze Resort,Chennai,5,Luxury,80,2024-02-08,2024-03-19,2024-03-20,Standard,4,1,Direct Website,14569.14,0.0,NONE,58276.56,UPI,Cancelled,,
102249,580,Customer_580,Individual,2023-10-10,Goa,None,7,Royal Orchid,Chennai,4,Budget,80,2023-12-10,2024-01-19,2024-01-20,Deluxe,1,1,OTA,3004.69,0.0,,3004.69,Credit Card,Cancelled,,
102250,667,Customer_667,Corporate,2023-12-16,Bangalore,None,11,Coral Palace,Mumbai,3,Premium,100,2024-11-09,2024-12-19,2024-12-23,Deluxe,0,4,OTA,13621.18,0.0,NONE,0.0,UPI,Cancelled,,
102251,563,Customer_563,Corporate,2023-10-12,Manali,Silver,54,Olive Heights,Delhi,5,Budget,100,2024-12-06,2024-12-13,2024-12-15,Deluxe,1,2,Corporate Portal,3196.2,480.49,WELCOME,5911.91,Credit Card,Cancelled,,
102252,499,Customer_499,Individual,2023-07-07,Kochi,Platinum,53,Saffron Heights,Chennai,3,Luxury,150,2024-05-22,2024-06-06,2024-06-08,Deluxe,1,2,Travel Agent,19077.95,0.0,NONE,38155.9,Net Banking,Completed,,
102253,400,Customer_400,Individual,2022-07-31,Udaipur,None,25,Tusker Stay,Pune,2,Mid-Range,60,2024-05-31,2024-07-10,2024-07-14,Suite,1,4,Corporate Portal,7491.94,0.0,NONE,29967.76,Net Banking,Cancelled,,
102254,165,Customer_165,Individual,2022-08-12,Manali,Silver,22,Banyan Stay,Manali,2,Budget,30,2024-03-15,2024-06-13,2024-06-15,Standard,1,2,Corporate Portal,1765.26,551.6,WELCOME,2978.92,Net Banking,Completed,2.0,2024-07-05
102255,278,Customer_278,Individual,2022-10-29,Pune,Platinum,46,Coral Manor,Kochi,4,Budget,80,2024-06-03,2024-06-18,2024-06-19,Standard,1,1,Corporate Portal,1683.78,0.0,NONE,1683.78,Credit Card,Completed,,
102256,229,Customer_229,Individual,2022-07-09,Bangalore,Silver,52,Crimson Manor,Pune,4,Budget,40,2024-07-25,2024-09-03,2024-09-05,Standard,1,2,Direct Website,2043.67,299.58,FEST15,3787.76,Credit Card,Completed,,
102257,347,Customer_347,Corporate,2023-02-16,Pune,None,32,Saffron Palace,Pune,5,Mid-Range,30,2024-01-30,2024-03-30,2024-04-02,Deluxe,1,3,Corporate Portal,5777.76,0.0,,17333.28,UPI,Completed,9.0,2024-04-16
102258,698,Customer_698,Individual,2023-07-31,Manali,Silver,4,Sea Breeze Resort,Goa,4,Mid-Range,80,2024-11-21,2024-11-28,2024-11-30,Deluxe,1,2,Corporate Portal,11823.43,3370.84,SAVE10,20276.02,UPI,Completed,,
102259,373,Customer_373,Individual,2022-05-25,Jaipur,None,14,Pearl Haven,Pune,3,Budget,120,2024-08-19,2024-10-18,2024-10-20,Suite,1,2,Direct Website,5107.9,0.0,,10215.8,Credit Card,Completed,,
102260,521,Customer_521,Individual,2022-05-14,Udaipur,None,15,Lotus Haven,Bangalore,3,Mid-Range,80,2024-01-29,2024-02-23,2024-02-24,Standard,1,1,Corporate Portal,4820.23,0.0,,4820.23,Debit Card,Completed,3.0,2024-03-10
102261,548,Customer_548,Group,2023-06-14,Delhi,None,27,Saffron Residency,Pune,3,Mid-Range,80,2024-01-15,2024-03-15,2024-03-22,Standard,2,7,OTA,4168.17,0.0,,58354.38,Net Banking,Completed,,
102262,301,Customer_301,Corporate,2023-07-05,Jaipur,Gold,7,Royal Orchid,Chennai,4,Budget,80,2024-11-12,2024-11-19,2024-11-23,Standard,1,4,Corporate Portal,2576.45,789.19,SAVE10,9516.61,Credit Card,Completed,7.0,2024-12-01
102263,229,Customer_229,Individual,2022-07-09,Bangalore,Silver,31,Azure Residency,Udaipur,2,Premium,150,2024-12-12,2024-12-14,2024-12-14,Deluxe,1,7,OTA,19565.1,0.0,,136955.7,Debit Card,Completed,,
102264,481,Customer_481,Individual,2023-08-31,Jaipur,None,17,Indigo Palace,Udaipur,3,Budget,100,2024-05-30,2024-06-14,2024-06-17,Standard,1,3,OTA,2590.54,1012.46,SAVE10,6759.16,Debit Card,Completed,2.0,2024-06-29
102265,663,Customer_663,Individual,2022-09-18,Jaipur,None,28,Indigo Retreat,Kochi,4,Budget,200,2024-02-05,2024-03-16,2024-03-20,Standard,1,4,Corporate Portal,1950.21,0.0,,7800.84,Credit Card,Completed,4.0,2024-03-26
102266,744,Customer_744,Individual,2022-08-04,Manali,Silver,22,Banyan Stay,Manali,2,Budget,30,2024-02-09,2024-03-20,2024-03-22,Standard,1,2,Travel Agent,2014.44,0.0,,4028.88,UPI,Completed,,
102267,153,Customer_153,Group,2022-01-03,Delhi,None,55,Emerald Manor,Pune,2,Budget,80,2024-06-12,2024-08-11,2024-08-18,Suite,2,7,Corporate Portal,4492.1,5309.74,SAVE10,57579.66,Net Banking,Cancelled,,
102268,219,Customer_219,Individual,2023-04-15,Kochi,Gold,47,Indigo Stay,Mumbai,4,Mid-Range,80,2024-02-05,2024-02-20,2024-02-22,Deluxe,1,2,OTA,8411.93,3779.71,SAVE10,13044.15,Credit Card,Completed,5.0,2024-03-13
102269,68,Customer_68,Group,2022-12-12,Pune,None,57,Lotus Courtyard,Chennai,3,Budget,100,2024-05-16,2024-05-23,2024-05-25,Deluxe,2,2,Direct Website,3069.5,0.0,NONE,12278.0,Credit Card,Completed,,
102270,564,Customer_564,Individual,2023-09-14,Chennai,None,51,Olive Courtyard,Mumbai,5,Premium,60,2024-02-18,2024-02-25,2024-02-27,Suite,1,2,Corporate Portal,20300.71,0.0,,40601.42,Net Banking,Completed,,
102271,332,Customer_332,Corporate,2022-05-27,Delhi,Gold,34,Velvet Palace,Pune,2,Premium,150,2023-12-19,2024-01-28,2024-02-04,Standard,1,7,OTA,6549.52,9550.78,SAVE10,36295.86,Net Banking,Completed,9.0,2024-02-22
102272,137,Customer_137,Individual,2023-03-21,Jaipur,None,30,Ivory Retreat,Jaipur,5,Budget,60,2024-07-29,2024-09-07,2024-09-10,Standard,1,3,OTA,1793.42,0.0,,5380.26,Debit Card,Cancelled,,
102273,302,Customer_302,Individual,2022-05-11,Chennai,Silver,14,Pearl Haven,Pune,3,Budget,120,2023-11-10,2024-02-08,2024-02-11,Deluxe,1,3,Direct Website,2559.35,732.26,SAVE10,6945.79,Credit Card,Completed,2.0,2024-02-26
102274,399,Customer_399,Individual,2023-05-16,Goa,Gold,46,Coral Manor,Kochi,4,Budget,80,2024-10-17,2024-11-11,2024-11-14,Suite,1,3,Travel Agent,4213.53,0.0,NONE,12640.59,Debit Card,Completed,,
102275,317,Customer_317,Individual,2023-11-10,Udaipur,Platinum,38,Crimson Courtyard,Manali,3,Mid-Range,40,2023-12-15,2024-01-24,2024-01-27,Standard,1,3,OTA,5071.59,0.0,NONE,15214.77,Net Banking,Cancelled,,
102276,516,Customer_516,Individual,2022-11-08,Jaipur,Silver,6,Hilltop Inn,Udaipur,5,Luxury,60,2024-06-08,2024-06-23,2024-06-25,Standard,1,2,Direct Website,17241.43,0.0,NONE,34482.86,Debit Card,Cancelled,,
102277,368,Customer_368,Group,2023-08-03,Goa,None,30,Ivory Retreat,Jaipur,5,Budget,60,2024-08-11,2024-10-10,2024-10-11,Standard,2,1,OTA,1995.47,587.37,FEST15,3403.57,Debit Card,Cancelled,,
102278,117,Customer_117,Corporate,2022-03-02,Chennai,Platinum,21,Cedar Retreat,Chennai,3,Mid-Range,30,2024-01-09,2024-02-18,2024-02-21,Standard,1,3,OTA,4064.33,0.0,NONE,12192.99,Net Banking,Completed,7.0,2024-03-02
102279,119,Customer_119,Individual,2023-02-22,Delhi,None,28,Indigo Retreat,Kochi,4,Budget,200,2024-06-21,2024-06-23,2024-06-24,Suite,1,1,OTA,3387.38,0.0,NONE,3387.38,Debit Card,Completed,,
102280,722,Customer_722,Individual,2022-11-07,Udaipur,None,51,Olive Courtyard,Mumbai,5,Premium,60,2024-05-06,2024-05-31,2024-06-05,Deluxe,1,5,Direct Website,16795.31,8257.52,SAVE10,75719.03,Net Banking,Completed,,
102281,359,Customer_359,Individual,2022-07-31,Chennai,None,15,Lotus Haven,Bangalore,3,Mid-Range,80,2024-02-06,2024-03-17,2024-03-19,Deluxe,1,2,Direct Website,5696.44,2222.31,SAVE10,9170.57,Net Banking,Completed,,
102282,476,Customer_476,Individual,2023-05-30,Goa,Gold,19,Marigold Palace,Delhi,4,Mid-Range,60,2024-11-14,2024-11-29,2024-11-30,Deluxe,1,1,Travel Agent,7573.75,0.0,,7573.75,Debit Card,Completed,,
102283,582,Customer_582,Individual,2022-02-19,Jaipur,None,31,Azure Residency,Udaipur,2,Premium,150,2024-04-17,2024-05-27,2024-05-29,Deluxe,1,2,Corporate Portal,12704.89,0.0,,25409.78,Net Banking,Completed,5.0,2024-06-16
102284,398,Customer_398,Group,2022-03-31,Goa,None,21,Cedar Retreat,Chennai,3,Mid-Range,30,2024-04-26,2024-06-05,2024-06-06,Standard,3,1,OTA,4676.65,2615.45,WELCOME,11414.5,Debit Card,Cancelled,,
102285,597,Customer_597,Corporate,2022-08-14,Kochi,None,2,The Grand Plaza,Bangalore,5,Luxury,80,2024-05-31,2024-06-25,2024-06-27,Deluxe,1,2,Corporate Portal,20202.64,6403.83,WELCOME,34001.45,Debit Card,Completed,7.0,2024-07-03
102286,681,Customer_681,Group,2022-01-12,Jaipur,None,19,Marigold Palace,Delhi,4,Mid-Range,60,2024-04-06,2024-04-21,2024-04-23,Standard,4,2,OTA,4695.7,0.0,NONE,37565.6,Net Banking,Completed,3.0,2024-05-06
102287,63,Customer_63,Corporate,2023-04-17,Udaipur,None,25,Tusker Stay,Pune,2,Mid-Range,60,2024-12-04,2024-12-29,2024-12-31,Deluxe,1,2,Corporate Portal,5519.11,0.0,NONE,11038.22,Debit Card,Completed,,
